duck_id,color,total_distance,average_speed,max_speed,num_frames,duration
duck_1,black,2475.4670677894064,10.781415356710536,244.9693858423946,197,205
duck_2,black,2231.3999181141107,10.537529378440691,187.48866632412745,171,199
duck_3,black,2398.7033569236123,13.061682946041275,230.9328906847182,166,198
duck_4,black,2544.546205642564,15.364865557077025,269.4679943889441,129,177
duck_5,black,2422.3839239966983,18.737258146044926,357.80581325629686,113,168
duck_6,black,1541.081742043353,18.02102319910152,267.0,70,110
duck_7,black,1018.4333062520176,9.55670181850639,66.85992820815768,28,86
